X,Y,LAYER
122.063,54.434,10

119.876,49.848,10

117.265,45.474,10

114.231,41.417,10

110.845,37.642,10

107.070,34.220,10

102.977,31.186,10

98.638,28.575,10

94.052,26.423,10

89.254,24.695,10

84.351,23.460,10

79.306,22.719,10

74.226,22.472,10

69.181,22.719,10

64.136,23.460,10

59.232,24.695,10

54.434,26.423,10

49.848,28.575,10

45.474,31.186,10

41.417,34.220,10

37.642,37.642,10

34.255,41.417,10

31.221,45.474,10

28.611,49.848,10

26.423,54.434,10

24.730,59.197,10

23.495,64.136,10

22.755,69.146,10

22.508,74.226,10

22.755,79.306,10

23.495,84.315,10

24.730,89.254,10

26.423,94.017,10

28.611,98.638,10

31.221,102.977,10

34.220,107.070,10

37.642,110.809,10

41.417,114.231,10

45.474,117.265,10

49.848,119.876,10

54.434,122.028,10

59.232,123.756,10

64.136,124.991,10

69.181,125.732,10

74.226,125.979,10

79.306,125.732,10

84.351,124.991,10

89.254,123.756,10

94.052,122.028,10

98.638,119.876,10

102.977,117.265,10

107.070,114.231,10

110.845,110.809,10

114.231,107.070,10

117.265,102.977,10

119.876,98.638,10

122.063,94.052,10

123.756,89.254,10

124.991,84.315,10

125.732,79.306,10

27.623,74.226,10

27.905,79.376,10

28.752,84.421,10

30.128,89.360,10

32.068,94.123,10

34.538,98.638,10

37.466,102.872,10

40.817,106.752,10

44.592,110.210,10

48.755,113.279,10

53.200,115.819,10

57.892,117.900,10

62.795,119.417,10

67.840,120.405,10

72.956,120.828,10

78.106,120.687,10

83.186,119.982,10

88.161,118.712,10

92.958,116.912,10

97.545,114.619,10

101.849,111.797,10

105.835,108.516,10

109.398,104.847,10

112.573,100.790,10

115.254,96.416,10

117.442,91.759,10

119.100,86.926,10

120.229,81.916,10

120.793,76.801,10

120.793,71.650,10

120.229,66.535,10

119.100,61.525,10

117.442,56.692,10

115.254,52.036,10

112.538,47.661,10

109.398,43.604,10

105.800,39.935,10

101.849,36.654,10

97.545,33.832,10

92.958,31.539,10

88.161,29.740,10

83.186,28.470,10

78.071,27.764,10

72.956,27.623,10

67.840,28.046,10

62.795,29.034,10

57.892,30.551,10

53.164,32.632,10

48.719,35.208,10

44.592,38.242,10

40.817,41.734,10

37.430,45.615,10

34.502,49.813,10

32.068,54.329,10

30.128,59.091,10

28.752,64.030,10

27.905,69.110,10

126.614,74.226,11

126.367,69.181,11

125.626,64.171,11

124.427,59.268,11

122.769,54.470,11

120.617,49.884,11

118.041,45.544,11

115.078,41.452,11

111.727,37.642,11

108.022,34.185,11

104.001,31.116,11

99.697,28.470,11

95.181,26.212,11

90.418,24.413,11

85.550,23.072,11

80.576,22.225,11

75.531,21.873,11

70.451,21.978,11

65.441,22.613,11

60.502,23.707,11

55.669,25.259,11

51.048,27.270,11

46.603,29.740,11

42.440,32.597,11

38.595,35.878,11

35.031,39.476,11

31.892,43.428,11

29.105,47.661,11

26.741,52.141,11

24.836,56.833,11

23.390,61.667,11

22.402,66.641,11

21.943,71.686,11

21.943,76.730,11

22.402,81.775,11

23.390,86.749,11

24.836,91.583,11

26.741,96.275,11

29.069,100.755,11

31.856,104.988,11

35.031,108.940,11

38.559,112.573,11

42.440,115.819,11

46.603,118.712,11

51.012,121.181,11

55.634,123.192,11

60.467,124.744,11

65.406,125.838,11

70.416,126.473,11

75.496,126.579,11

80.540,126.226,11

85.515,125.379,11

90.418,124.039,11

95.146,122.275,11

99.661,120.017,11

103.965,117.336,11

107.987,114.267,11

111.691,110.845,11

115.078,107.035,11

118.041,102.942,11

120.617,98.603,11

122.733,94.017,11

124.427,89.219,11

125.626,84.315,11

126.367,79.306,11

121.499,74.226,11

121.216,69.110,11

120.405,64.065,11

119.029,59.127,11

117.124,54.399,11

114.725,49.884,11

111.868,45.650,11

108.551,41.734,11

104.847,38.206,11

100.755,35.137,11

96.380,32.491,11

91.724,30.339,11

86.891,28.717,11

81.881,27.588,11

76.801,27.058,11

71.686,27.058,11

66.606,27.588,11

61.596,28.717,11

56.763,30.339,11

52.106,32.491,11

47.732,35.137,11

43.639,38.206,11

39.935,41.734,11

36.619,45.650,11

33.761,49.884,11

31.362,54.399,11

29.457,59.162,11

28.082,64.065,11

27.270,69.110,11

26.988,74.226,11

27.270,79.341,11

28.082,84.386,11

29.457,89.325,11

31.362,94.087,11

33.761,98.603,11

36.619,102.836,11

39.935,106.717,11

43.639,110.245,11

47.732,113.349,11

52.106,115.995,11

56.763,118.112,11

61.596,119.770,11

66.606,120.864,11

71.686,121.428,11

76.801,121.428,11

81.881,120.864,11

86.891,119.770,11

91.724,118.112,11

96.380,115.960,11

100.755,113.349,11

104.847,110.245,11

108.551,106.717,11

111.868,102.836,11

114.725,98.603,11

117.124,94.052,11

119.029,89.325,11

120.405,84.386,11

121.216,79.341,11

21.238,74.226,12

21.485,79.341,12

22.225,84.421,12

23.460,89.395,12

25.153,94.228,12

27.305,98.850,12

29.916,103.260,12

32.915,107.423,12

36.301,111.233,12

40.076,114.725,12

44.133,117.830,12

48.472,120.546,12

53.059,122.804,12

57.856,124.638,12

62.795,125.979,12

67.840,126.861,12

72.956,127.214,12

78.071,127.108,12

83.151,126.473,12

88.161,125.379,12

93.029,123.792,12

97.721,121.746,12

102.201,119.241,12

106.399,116.348,12

110.315,113.032,12

113.914,109.398,12

117.124,105.376,12

119.911,101.108,12

122.310,96.592,12

124.250,91.830,12

125.697,86.926,12

126.685,81.916,12

127.178,76.801,12

127.178,71.686,12

126.685,66.570,12

125.697,61.561,12

124.250,56.657,12

122.310,51.894,12

119.946,47.379,12

117.124,43.075,12

113.914,39.088,12

110.351,35.419,12

106.435,32.139,12

102.237,29.210,12

97.756,26.741,12

93.064,24.695,12

88.196,23.107,12

83.186,21.978,12

78.106,21.379,12

72.991,21.238,12

67.876,21.626,12

62.831,22.472,12

57.892,23.813,12

53.094,25.647,12

48.508,27.905,12

44.168,30.586,12

40.076,33.691,12

36.337,37.183,12

32.950,41.029,12

29.916,45.156,12

27.305,49.566,12

25.153,54.223,12

23.460,59.056,12

22.225,64.030,12

21.485,69.075,12

74.261,26.353,12

69.146,26.635,12

64.136,27.447,12

59.197,28.787,12

54.470,30.622,12

49.954,32.985,12

45.685,35.808,12

41.770,39.053,12

38.206,42.687,12

35.067,46.709,12

32.350,51.048,12

30.128,55.599,12

28.399,60.397,12

27.200,65.371,12

26.529,70.416,12

26.388,75.496,12

26.776,80.576,12

27.729,85.585,12

29.210,90.489,12

31.186,95.181,12

33.656,99.626,12

36.584,103.789,12

39.935,107.634,12

43.675,111.092,12

47.767,114.125,12

52.177,116.701,12

56.798,118.817,12

61.667,120.405,12

66.641,121.499,12

71.686,122.028,12

76.801,122.028,12

81.846,121.499,12

86.855,120.405,12

91.688,118.817,12

96.310,116.701,12

100.720,114.125,12

104.812,111.092,12

108.551,107.634,12

111.903,103.789,12

114.831,99.626,12

117.301,95.146,12

119.276,90.454,12

120.758,85.585,12

121.710,80.576,12

122.098,75.496,12

121.957,70.416,12

121.287,65.335,12

120.087,60.397,12

118.359,55.599,12

116.101,51.012,12

113.420,46.709,12

110.280,42.687,12

106.717,39.053,12

102.801,35.808,12

98.532,32.985,12

94.017,30.622,12

89.254,28.787,12

84.351,27.447,12

79.306,26.635,12

122.733,74.226,13

127.884,74.226,13

127.637,69.146,13

126.896,64.065,13

125.697,59.127,13

124.039,54.293,13

121.922,49.672,13

119.347,45.227,13

116.383,41.064,13

113.067,37.219,13

109.363,33.691,13

105.341,30.551,13

101.037,27.799,13

96.522,25.436,13

91.759,23.566,13

86.891,22.120,13

81.881,21.132,13

76.801,20.673,13

71.686,20.673,13

66.606,21.167,13

61.596,22.120,13

56.692,23.566,13

51.965,25.471,13

47.414,27.799,13

43.145,30.551,13

39.124,33.726,13

35.419,37.219,13

32.068,41.099,13

29.140,45.262,13

26.565,49.672,13

24.448,54.293,13

22.790,59.127,13

21.590,64.101,13

20.850,69.146,13

20.603,74.261,13

20.850,79.341,13

21.590,84.386,13

22.790,89.360,13

24.448,94.158,13

26.600,98.815,13

29.140,103.224,13

32.103,107.387,13

35.455,111.233,13

39.124,114.760,13

43.145,117.936,13

47.449,120.687,13

51.965,123.016,13

56.728,124.921,13

61.631,126.332,13

66.641,127.320,13

71.721,127.813,13

76.801,127.778,13

81.881,127.320,13

86.891,126.332,13

91.794,124.885,13

96.522,123.016,13

101.072,120.652,13

105.376,117.900,13

109.363,114.725,13

113.067,111.233,13

116.419,107.352,13

119.382,103.189,13

121.922,98.779,13

124.039,94.123,13

125.697,89.325,13

126.896,84.351,13

127.637,79.306,13

122.486,69.146,13

121.675,64.136,13

120.370,59.232,13

118.535,54.505,13

116.242,49.989,13

113.490,45.721,13

110.280,41.770,13

106.682,38.171,13

102.766,34.996,13

98.497,32.244,13

93.982,29.916,13

89.219,28.117,13

84.315,26.776,13

79.306,26.000,13

74.226,25.718,13

69.181,26.000,13

64.171,26.776,13

59.268,28.117,13

54.505,29.916,13

49.989,32.244,13

45.721,34.996,13

41.805,38.171,13

38.206,41.770,13

34.996,45.721,13

32.244,49.989,13

29.951,54.505,13

28.117,59.232,13

26.812,64.136,13

26.000,69.146,13

25.753,74.226,13

26.000,79.306,13

26.812,84.315,13

28.117,89.219,13

29.916,93.946,13

32.244,98.497,13

34.996,102.731,13

38.206,106.682,13

41.805,110.280,13

45.721,113.455,13

49.989,116.242,13

54.505,118.535,13

59.268,120.370,13

64.171,121.675,13

69.181,122.451,13

74.226,122.733,13

79.306,122.451,13

84.315,121.675,13

89.219,120.370,13

93.982,118.535,13

98.497,116.242,13

102.766,113.455,13

106.682,110.280,13

110.280,106.682,13

113.490,102.731,13

116.242,98.497,13

118.535,93.946,13

120.370,89.219,13

121.675,84.315,13

122.486,79.306,13

20.038,76.766,14

20.532,81.846,14

21.485,86.820,14

22.896,91.724,14

24.765,96.451,14

27.058,101.002,14

29.775,105.306,14

32.879,109.328,14

36.337,113.032,14

40.147,116.419,14

44.239,119.417,14

48.614,122.028,14

53.200,124.215,14

57.962,125.979,14

62.866,127.284,14

67.911,128.096,14

72.956,128.484,14

78.036,128.343,14

83.116,127.743,14

88.090,126.685,14

92.923,125.168,14

97.615,123.192,14

102.096,120.793,14

106.329,117.971,14

110.280,114.760,14

113.914,111.233,14

117.230,107.352,14

120.123,103.189,14

122.628,98.744,14

124.709,94.123,14

126.367,89.289,14

127.531,84.351,14

128.237,79.306,14

128.484,74.226,14

128.272,69.146,14

127.531,64.101,14

126.367,59.162,14

124.709,54.364,14

122.628,49.707,14

120.123,45.297,14

117.230,41.135,14

113.914,37.254,14

110.280,33.691,14

106.329,30.480,14

102.096,27.694,14

97.615,25.259,14

92.923,23.284,14

88.090,21.767,14

83.116,20.708,14

78.071,20.109,14

72.991,20.003,14

67.911,20.356,14

62.901,21.167,14

57.962,22.472,14

53.200,24.236,14

48.614,26.423,14

44.239,29.034,14

40.147,32.033,14

36.337,35.419,14

32.879,39.124,14

29.775,43.181,14

27.058,47.449,14

24.765,52.000,14

22.896,56.728,14

21.485,61.631,14

20.532,66.606,14

20.038,71.686,14

25.189,76.801,14

25.718,81.916,14

26.776,86.961,14

28.364,91.830,14

30.480,96.522,14

33.056,101.002,14

36.054,105.129,14

39.512,108.975,14

43.322,112.397,14

47.485,115.431,14

51.930,118.006,14

56.622,120.087,14

61.525,121.675,14

66.570,122.769,14

71.686,123.298,14

76.801,123.298,14

81.916,122.769,14

86.961,121.675,14

91.865,120.087,14

96.557,118.006,14

101.002,115.431,14

105.165,112.397,14

108.975,108.975,14

112.432,105.129,14

115.431,101.002,14

118.006,96.522,14

120.087,91.830,14

121.710,86.961,14

122.769,81.916,14

123.298,76.801,14

123.298,71.650,14

122.769,66.535,14

121.710,61.525,14

120.087,56.622,14

118.006,51.930,14

115.431,47.485,14

112.432,43.322,14

108.975,39.476,14

105.165,36.054,14

101.002,33.021,14

96.557,30.445,14

91.830,28.364,14

86.961,26.776,14

81.916,25.718,14

76.801,25.189,14

71.686,25.189,14

66.570,25.718,14

61.525,26.776,14

56.622,28.364,14

51.930,30.445,14

47.485,33.021,14

43.322,36.054,14

39.512,39.476,14

36.054,43.322,14

33.056,47.485,14

30.480,51.930,14

28.364,56.622,14

26.776,61.525,14

25.718,66.535,14

25.189,71.650,14

19.368,74.226,15

19.615,79.306,15

20.285,84.315,15

21.449,89.254,15

23.072,94.052,15

25.118,98.674,15

27.588,103.119,15

30.445,107.317,15

33.691,111.197,15

37.254,114.796,15

41.170,118.006,15

45.368,120.899,15

49.778,123.368,15

54.434,125.415,15

59.232,127.002,15

64.171,128.166,15

69.181,128.872,15

74.226,129.119,15

79.306,128.872,15

84.315,128.166,15

89.254,127.002,15

94.052,125.415,15

98.709,123.368,15

103.119,120.899,15

107.317,118.006,15

111.197,114.796,15

114.796,111.197,15

118.041,107.317,15

120.899,103.119,15

123.368,98.709,15

125.415,94.052,15

127.037,89.254,15

128.166,84.315,15

128.872,79.306,15

129.119,74.226,15

128.872,69.181,15

128.166,64.136,15

127.037,59.232,15

125.415,54.399,15

123.368,49.778,15

120.899,45.333,15

118.041,41.170,15

114.796,37.254,15

111.197,33.691,15

107.317,30.445,15

103.119,27.588,15

98.709,25.118,15

94.052,23.072,15

89.254,21.449,15

84.315,20.285,15

79.306,19.579,15

74.261,19.368,15

69.181,19.579,15

64.171,20.285,15

59.232,21.449,15

54.434,23.072,15

49.778,25.118,15

45.368,27.588,15

41.170,30.445,15

37.289,33.656,15

33.691,37.254,15

30.445,41.170,15

27.588,45.333,15

25.118,49.778,15

23.072,54.399,15

21.449,59.197,15

20.285,64.136,15

19.615,69.146,15

124.003,74.226,15

123.721,69.110,15

122.945,64.065,15

121.640,59.091,15

119.841,54.293,15

117.547,49.707,15

114.796,45.403,15

111.621,41.382,15

108.022,37.713,15

104.106,34.432,15

99.838,31.574,15

95.322,29.175,15

90.595,27.235,15

85.656,25.824,15

80.611,24.907,15

75.531,24.483,15

70.380,24.624,15

65.300,25.295,15

60.326,26.459,15

55.493,28.152,15

50.871,30.304,15

46.462,32.950,15

42.369,36.019,15

38.595,39.512,15

35.243,43.357,15

32.244,47.520,15

29.740,52.000,15

27.694,56.692,15

26.141,61.561,15

25.083,66.570,15

24.554,71.686,15

24.554,76.801,15

25.083,81.881,15

26.141,86.926,15

27.694,91.794,15

29.740,96.486,15

32.280,100.931,15

35.243,105.129,15

38.630,108.975,15

42.369,112.432,15

46.462,115.501,15

50.871,118.147,15

55.493,120.334,15

60.361,121.993,15

65.335,123.192,15

70.416,123.827,15

75.531,123.968,15

80.646,123.580,15

85.691,122.663,15

90.595,121.216,15

95.357,119.276,15

99.873,116.877,15

104.106,114.020,15

108.058,110.739,15

111.621,107.070,15

114.796,103.048,15

117.547,98.709,15

119.841,94.123,15

121.640,89.360,15

122.945,84.386,15

123.721,79.341,15

18.803,76.766,16

19.262,81.775,16

20.179,86.749,16

21.520,91.618,16

23.319,96.345,16

25.542,100.861,16

28.187,105.200,16

31.186,109.257,16

34.538,113.032,16

38.242,116.489,16

42.228,119.558,16

46.497,122.310,16

50.977,124.603,16

55.634,126.508,16

60.467,127.990,16

65.441,129.013,16

70.451,129.613,16

75.496,129.718,16

80.540,129.366,16

85.515,128.554,16

90.418,127.320,16

95.181,125.626,16

99.767,123.509,16

104.142,120.969,16

108.269,118.077,16

112.115,114.796,16

115.642,111.197,16

118.853,107.281,16

121.675,103.083,16

124.074,98.638,16

126.085,94.017,16

127.672,89.219,16

128.837,84.280,16

129.507,79.306,16

129.754,74.226,16

129.507,69.181,16

128.837,64.207,16

127.672,59.268,16

126.120,54.470,16

124.109,49.848,16

121.675,45.403,16

118.853,41.205,16

115.678,37.289,16

112.150,33.691,16

108.305,30.410,16

104.177,27.482,16

99.802,24.942,16

95.216,22.825,16

90.454,21.132,16

85.550,19.897,16

80.576,19.086,16

75.531,18.733,16

70.486,18.874,16

65.441,19.438,16

60.502,20.461,16

55.669,21.943,16

51.012,23.848,16

46.497,26.141,16

42.263,28.858,16

38.277,31.962,16

34.573,35.419,16

31.186,39.194,16

28.187,43.251,16

25.577,47.555,16

23.354,52.106,16

21.555,56.833,16

20.179,61.667,16

19.262,66.641,16

18.803,71.686,16

23.848,74.226,16

24.130,79.341,16

24.907,84.386,16

26.177,89.325,16

27.940,94.087,16

30.198,98.674,16

32.879,103.013,16

36.019,107.035,16

39.547,110.739,16

43.392,114.055,16

47.590,116.983,16

52.036,119.452,16

56.728,121.463,16

61.596,122.980,16

66.606,124.039,16

71.686,124.533,16

76.801,124.533,16

81.881,124.039,16

86.855,123.016,16

91.724,121.463,16

96.416,119.452,16

100.896,116.983,16

105.059,114.055,16

108.940,110.739,16

112.467,107.035,16

115.572,103.013,16

118.288,98.674,16

120.546,94.123,16

122.310,89.325,16

123.580,84.386,16

124.356,79.341,16

124.603,74.226,16

124.356,69.146,16

123.580,64.101,16

122.310,59.162,16

120.546,54.364,16

118.288,49.778,16

115.607,45.474,16

112.467,41.417,16

108.975,37.713,16

105.094,34.396,16

100.896,31.504,16

96.451,28.999,16

91.759,26.988,16

86.891,25.471,16

81.881,24.448,16

76.801,23.919,16

71.721,23.919,16

66.641,24.448,16

61.631,25.471,16

56.763,26.988,16

52.071,28.999,16

47.626,31.468,16

43.428,34.396,16

39.547,37.713,16

36.019,41.417,16

32.915,45.439,16

30.198,49.778,16

27.940,54.329,16

26.177,59.127,16

24.907,64.065,16

24.130,69.110,16

18.098,74.226,17

18.345,79.341,17

19.050,84.386,17

20.179,89.360,17

21.802,94.228,17

23.848,98.920,17

26.282,103.401,17

29.140,107.634,17

32.350,111.585,17

35.913,115.254,17

39.829,118.571,17

43.992,121.499,17

48.402,124.074,17

53.059,126.191,17

57.856,127.919,17

62.831,129.189,17

67.876,130.001,17

72.956,130.353,17

78.071,130.212,17

83.151,129.648,17

88.161,128.625,17

93.029,127.108,17

97.756,125.203,17

102.307,122.839,17

106.611,120.087,17

110.633,116.948,17

114.372,113.455,17

117.759,109.645,17

120.828,105.553,17

123.474,101.178,17

125.732,96.592,17

127.531,91.830,17

128.907,86.926,17

129.860,81.881,17

130.318,76.801,17

130.318,71.686,17

129.860,66.606,17

128.907,61.561,17

127.531,56.657,17

125.732,51.894,17

123.474,47.308,17

120.828,42.934,17

117.794,38.806,17

114.372,34.996,17

110.668,31.504,17

106.611,28.399,17

102.307,25.647,17

97.792,23.284,17

93.064,21.343,17

88.161,19.862,17

83.151,18.803,17

78.106,18.239,17

72.991,18.133,17

67.876,18.451,17

62.831,19.262,17

57.892,20.532,17

53.094,22.261,17

48.437,24.377,17

44.027,26.953,17

39.829,29.881,17

35.949,33.197,17

32.386,36.831,17

29.140,40.817,17

26.282,45.050,17

23.848,49.531,17

21.802,54.223,17

20.214,59.056,17

19.050,64.030,17

18.345,69.110,17

74.261,23.213,17

69.181,23.495,17

64.136,24.236,17

59.197,25.506,17

54.434,27.235,17

49.848,29.422,17

45.509,32.103,17

41.452,35.173,17

37.748,38.630,17

34.361,42.440,17

31.398,46.567,17

28.858,50.942,17

26.776,55.599,17

25.153,60.397,17

24.025,65.371,17

23.390,70.416,17

23.248,75.496,17

23.636,80.576,17

24.518,85.585,17

25.894,90.454,17

27.764,95.216,17

30.057,99.732,17

32.844,104.001,17

35.984,107.987,17

39.547,111.621,17

43.428,114.866,17

47.626,117.759,17

52.106,120.193,17

56.798,122.169,17

61.631,123.651,17

66.641,124.674,17

71.686,125.168,17

76.766,125.168,17

81.846,124.674,17

86.820,123.651,17

91.688,122.169,17

96.345,120.193,17

100.826,117.759,17

105.024,114.902,17

108.904,111.621,17

112.467,107.987,17

115.642,104.001,17

118.394,99.732,17

120.723,95.216,17

122.592,90.489,17

123.968,85.585,17

124.850,80.576,17

125.238,75.531,17

125.097,70.451,17

124.462,65.406,17

123.333,60.432,17

121.710,55.599,17

119.629,50.977,17

117.089,46.567,17

114.125,42.440,17

110.774,38.630,17

107.035,35.173,17

102.977,32.103,17

98.638,29.457,17

94.052,27.235,17

89.289,25.506,17

84.351,24.236,17

79.341,23.495,17

130.988,74.226,18

130.777,69.146,18

130.071,64.101,18

128.942,59.127,18

127.390,54.293,18

125.379,49.601,18

122.945,45.121,18

120.158,40.888,18

116.983,36.901,18

113.455,33.197,18

109.610,29.845,18

105.518,26.882,18

101.143,24.272,18

96.557,22.049,18

91.794,20.250,18

86.855,18.909,18

81.846,17.992,18

76.801,17.533,18

71.686,17.533,18

66.606,17.992,18

61.596,18.909,18

56.692,20.250,18

51.930,22.049,18

47.344,24.272,18

42.969,26.882,18

38.841,29.845,18

35.031,33.197,18

31.504,36.901,18

28.329,40.888,18

25.506,45.121,18

23.107,49.601,18

21.096,54.293,18

19.544,59.127,18

18.415,64.101,18

17.710,69.146,18

17.498,74.226,18

17.710,79.306,18

18.415,84.351,18

19.544,89.325,18

21.096,94.193,18

23.107,98.850,18

25.542,103.330,18

28.329,107.599,18

31.504,111.585,18

35.031,115.254,18

38.877,118.606,18

42.969,121.604,18

47.344,124.215,18

51.930,126.402,18

56.728,128.202,18

61.631,129.577,18

66.641,130.459,18

71.686,130.918,18

76.801,130.918,18

81.881,130.459,18

86.891,129.542,18

91.794,128.202,18

96.557,126.402,18

101.143,124.215,18

105.518,121.604,18

109.645,118.606,18

113.455,115.254,18

116.983,111.550,18

120.158,107.564,18

122.980,103.330,18

125.379,98.850,18

127.390,94.158,18

128.942,89.325,18

130.071,84.351,18

130.777,79.306,18

74.261,125.873,18

79.306,125.591,18

84.315,124.850,18

89.219,123.615,18

94.017,121.922,18

98.568,119.770,18

102.942,117.159,18

106.999,114.125,18

110.739,110.739,18

114.161,106.964,18

117.159,102.907,18

119.770,98.568,18

121.922,93.982,18

123.651,89.219,18

124.885,84.315,18

125.626,79.270,18

125.873,74.226,18

125.626,69.181,18

124.885,64.171,18

123.651,59.232,18

121.922,54.470,18

119.770,49.884,18

117.159,45.544,18

114.161,41.487,18

110.739,37.713,18

106.999,34.326,18

102.907,31.292,18

98.568,28.681,18

93.982,26.529,18

89.219,24.836,18

84.315,23.601,18

79.306,22.860,18

74.226,22.613,18

69.181,22.860,18

64.171,23.601,18

59.268,24.836,18

54.470,26.529,18

49.919,28.717,18

45.544,31.292,18

41.487,34.326,18

37.748,37.713,18

34.326,41.487,18

31.327,45.544,18

28.717,49.884,18

26.529,54.470,18

24.836,59.232,18

23.601,64.171,18

22.860,69.181,18

22.613,74.226,18

22.860,79.306,18

23.601,84.315,18

24.836,89.219,18

26.529,93.982,18

28.717,98.568,18

31.327,102.907,18

34.326,106.999,18

37.748,110.739,18

41.487,114.125,18

45.580,117.159,18

49.919,119.770,18

54.505,121.922,18

59.268,123.651,18

64.171,124.850,18

69.181,125.591,18

131.553,71.686,19

131.130,66.641,19

130.212,61.631,19

128.872,56.728,19

127.143,52.000,19

124.956,47.379,19

122.381,43.004,19

119.452,38.877,19

116.136,35.031,19

112.503,31.468,19

108.587,28.258,19

104.389,25.400,19

99.944,22.931,19

95.322,20.850,19

90.524,19.227,19

85.585,17.992,19

80.576,17.216,19

75.531,16.863,19

70.451,16.969,19

65.406,17.533,19

60.432,18.556,19

55.563,19.968,19

50.836,21.837,19

46.285,24.130,19

41.981,26.776,19

37.924,29.810,19

34.114,33.197,19

30.657,36.901,19

27.517,40.923,19

24.765,45.156,19

22.402,49.637,19

20.426,54.329,19

18.874,59.162,19

17.780,64.101,19

17.075,69.146,19

16.863,74.226,19

17.075,79.270,19

17.745,84.315,19

18.874,89.254,19

20.426,94.087,19

22.366,98.779,19

24.765,103.260,19

27.517,107.528,19

30.657,111.515,19

34.114,115.219,19

37.889,118.606,19

41.946,121.675,19

46.285,124.321,19

50.801,126.614,19

55.528,128.484,19

60.397,129.895,19

65.371,130.918,19

70.416,131.482,19

75.496,131.588,19

80.540,131.271,19

85.550,130.495,19

90.489,129.260,19

95.287,127.602,19

99.944,125.520,19

104.353,123.051,19

108.551,120.229,19

112.503,116.983,19

116.101,113.455,19

119.417,109.610,19

122.381,105.482,19

124.956,101.108,19

127.108,96.522,19

128.872,91.759,19

130.212,86.855,19

131.094,81.846,19

131.553,76.801,19

126.438,71.650,19

125.944,66.570,19

124.921,61.525,19

123.439,56.622,19

121.463,51.894,19

119.064,47.379,19

116.207,43.110,19

112.961,39.124,19

109.328,35.525,19

105.376,32.280,19

101.108,29.422,19

96.592,26.988,19

91.830,25.048,19

86.926,23.531,19

81.916,22.543,19

76.801,22.049,19

71.686,22.049,19

66.570,22.543,19

61.561,23.531,19

56.657,25.048,19

51.894,26.988,19

47.379,29.422,19

43.110,32.244,19

39.159,35.525,19

35.525,39.124,19

32.280,43.110,19

29.422,47.379,19

27.023,51.894,19

25.048,56.622,19

23.566,61.525,19

22.543,66.570,19

22.049,71.650,19

22.049,76.801,19

22.543,81.881,19

23.566,86.926,19

25.048,91.830,19

27.023,96.557,19

29.422,101.108,19

32.280,105.341,19

35.525,109.328,19

39.159,112.961,19

43.110,116.207,19

47.379,119.064,19

51.894,121.463,19

56.622,123.439,19

61.561,124.921,19

66.570,125.908,19

71.686,126.402,19

76.801,126.402,19

81.916,125.908,19

86.926,124.921,19

91.830,123.439,19

96.592,121.463,19

101.108,119.064,19

105.376,116.207,19

109.328,112.961,19

112.961,109.328,19

