X,Y,LAYER
31.292,46.497,9

28.752,50.907,9

26.635,55.563,9

25.012,60.361,9

23.883,65.335,9

23.248,70.416,9

23.143,75.496,9

23.495,80.576,9

24.413,85.585,9

25.788,90.489,9

27.623,95.252,9

29.951,99.802,9

32.738,104.071,9

35.913,108.058,9

39.476,111.691,9

43.357,114.972,9

47.590,117.865,9

52.036,120.299,9

56.763,122.275,9

61.631,123.756,9

66.606,124.780,9

71.686,125.309,9

76.766,125.309,9

81.846,124.780,9

86.855,123.792,9

91.724,122.275,9

96.416,120.299,9

100.896,117.865,9

105.094,115.007,9

109.010,111.727,9

112.573,108.058,9

115.748,104.071,9

118.500,99.802,9

120.828,95.287,9

122.698,90.524,9

124.074,85.621,9

124.956,80.611,9

125.344,75.531,9

125.238,70.416,9

124.603,65.371,9

123.474,60.397,9

121.851,55.563,9

119.735,50.907,9

117.195,46.497,9

114.231,42.369,9

110.845,38.559,9

107.105,35.067,9

103.048,31.997,9

98.709,29.352,9

94.123,27.129,9

89.325,25.365,9

84.386,24.130,9

79.341,23.354,9

120.229,74.226,9

119.946,69.181,9

119.135,64.171,9

117.759,59.303,9

115.854,54.611,9

113.420,50.131,9

110.527,45.968,9

107.211,42.158,9

103.471,38.736,9

99.414,35.737,9

95.005,33.197,9

90.383,31.151,9

85.550,29.634,9

80.576,28.681,9

75.496,28.258,9

70.451,28.399,9

65.406,29.069,9

60.502,30.339,9

55.775,32.103,9

51.224,34.396,9

46.991,37.183,9

43.075,40.394,9

39.547,44.027,9

36.443,48.014,9

33.797,52.353,9

31.609,56.939,9

29.987,61.702,9

28.858,66.676,9

28.293,71.686,9

28.293,76.766,9

28.858,81.810,9

29.987,86.749,9

31.609,91.547,9

33.797,96.133,9

36.443,100.437,9

39.547,104.459,9

43.075,108.093,9

46.991,111.303,9

51.259,114.055,9

55.775,116.348,9

60.502,118.147,9

65.441,119.382,9

70.451,120.087,9

75.531,120.229,9

80.576,119.805,9

85.550,118.817,9

90.383,117.301,9

95.005,115.254,9

99.414,112.750,9

103.507,109.751,9

107.211,106.294,9

110.562,102.484,9

113.420,98.321,9

115.854,93.840,9

117.759,89.148,9

119.135,84.280,9

119.982,79.270,9

125.979,74.226,10

125.732,69.146,10

124.991,64.136,10

123.756,59.197,10

